show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1336,Movie,Photograph,Ritesh Batra,"Nawazuddin Siddiqui, Sanya Malhotra, Farrukh Jaffar, Geetanjali Kulkarni, Vijay Raaz, Jim Sarbh, Akash Sinha, Saharsh Kumar Shukla",,,2019,PG-13,109 min,"Drama, International, Romance","Coming soon to theaters. A struggling Mumbai street photographer pressured to marry by his grandmother convinces a shy stranger to pose as his fiancée during a family visit. Despite vast cultural differences, the pair develops a surprising connection that challenges their worldviews in a wistful and funny romance from Ritesh Batra (The Lunchbox)."
s1337,TV Show,Phonics School,,,,,2017,ALL,1 Season,"Animation, Kids, Special Interest",Phonics School is a fun series introducing children to phonics - method by which children are taught to read and write. Phonikers are no ordinary letters! They all possess a natural power to transform into anything beginning with their sound and change back by tracing their shape. Phonikers are like any other children; some spend their time avoiding trouble whilst others positively look for it.
s1338,TV Show,Philip K. Dick's Electric Dreams,,"Terrence Howard, Bryan Cranston, Anna Paquin",,,2018,18+,1 Season,"Drama, Science Fiction","Based on the short stories from one of science fiction’s most prolific authors, Philip K. Dick's Electric Dreams explores humanity in 10 standalone episodes. From 5 to 5000 years in the future, each story in the anthology will question what it means to be human in uniquely ambitious, grounded, yet fantastical worlds."
s1339,Movie,"Phantom From 10,000 Leagues-1955",Dan Milner,"Kent Taylor, Cathy Downs, Michael Whalen",,,1996,NR,80 min,Science Fiction,"An unusual radioactive rock on the sea bottom mutates the ocean life into a horrible monster. When charred, radioactive bodies begin to drift ashore a scientist and government agent investigate the phenomenon."
s1340,Movie,Petunia,Ash Christian,"Thora Birch, Brittany Snow, Eddie Kaye Thomas, Christine Lahti, Michael Urie, Tobias Segal, David Rasche, Jimmy Heck",,,2013,13+,115 min,"Comedy, Drama, LGBTQ","The Petunia family is on the verge of a nervous breakdown. This is the story of how they pick up the pieces. A hilariously dark comedy about a dysfunctional family of New Yorkers coming to terms with their own misgivings about life, relationships, and the unpredictability of love."
s1341,Movie,Petromax,Rohin Venkatesan,"Tamannah, Yogi Babu, Munishkanth, Kaali Venkat, Mime Gopy",India,,2019,NR,127 min,"Horror, International","When an ancestral house comes up for sale, rumor crops up that it's haunted. Unwilling to settle for a distressed sale, an arrangement is made for four members to stay at the house and prove that there are no ghosts inside."
s1342,TV Show,Peter Allen: Not The Boy Next Door,,"Joe Jackson, Rebecca Gibney, Sara West, Rob Mills, Ky Baldwin, Sigrid Thornton",,,2015,18+,1 Season,TV Shows,"The two-part mini-series tells the remarkable story of Peter Allen's rise from country New South Wales to the Hollywood Hills, becoming part of American royalty along the way."
s1343,Movie,Pete Correale: The Things We Do For Love,Milton Lage,Pete Correale,,,2009,18+,70 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Pete Correale was named one of the top ten comics to watch by Entertainment Weekly in 2008. You've seen Pete's breakout performances on ""The Tonight Show with Jay Leno,"" ""The Late Show with David Letterman,"" and Comedy Central's ""Premium Blend."" He can be heard daily on the Sirius Satellite radio show ""Breuer Unleashed."""
s1344,Movie,Pete Correale: Let Me Tell Ya,John Asher,Pete Correale,,,2015,18+,63 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Pete Correale has returned to tell ya about the absurdities of life, love and marriage in his all new one-hour special, Let Me Tell Ya."
s1345,Movie,Perfume: The Story of a Murderer,Tom Tykwer,"Ben Whishaw, Alan Rickman, Rachel Hurd-Wood, Dustin Hoffman",,,2007,R,148 min,"Drama, Fantasy, Suspense","In 18th-century France lived Jean-Baptiste Grenouille, who was born with a great sense of smell. But as his gift becomes an obsession, he strives to create the most intoxicating perfume in the world by murdering young women to capture their essence."
s1346,TV Show,Peppa Pig,,"John Sparkes, Morwenna Banks, Richard Ridings",,,2011,TV-Y,2 Seasons,Kids,"Peppa is a loveable, cheeky little piggy who lives with her little brother George, Mummy Pig and Daddy Pig. Peppa's favorite things include playing games, dressing up, days out and jumping in muddy puddles."
s1347,TV Show,People Like Us,,Chris Langham,,,1999,16+,1 Season,Comedy,"Chris Langham stars as the inept fictional interviewer Roy Mallard in this spoof documentary series. In an attempt to get under the skin of what it's like to be one of Britain's unsung professionals, Roy travels across the nation to interview a variety of 'ordinary folk'."
s1348,Movie,Penguin (Telugu),Eashvar Karthic,"Keerthy Suresh, Linga, Madhampatty Rangaraj, Master Advaith, Mathi",,,2020,18+,132 min,"Drama, Suspense","Rhythm, leading a happy life and about to have her second child, is traumatized by the nightmares in which she sees an umbrella man harming her lost son. She sets off on a dangerous journey, along with her trained dog, to unravel the secrets behind the nightmares and to protect her loved ones."
s1349,Movie,Penguin (Tamil),Eashvar Karthic,"Keerthy Suresh, Linga, Madhampatty Rangaraj, Master Advaith, Mathi",,,2020,16+,132 min,"Drama, Suspense","Rhythm, leading a happy life and about to have her second child, is traumatized by the nightmares in which she sees an umbrella man harming her lost son. She sets off on a dangerous journey, along with her trained dog, to unravel the secrets behind the nightmares and to protect her loved ones."
s1350,Movie,Penance Lane,Péter Engert,"Tyler Mane, Scout Compton, John Schneider, Daniel Reobuck, Booker Huffman, Dallas Page, Renae Geerlings, William Tokarsky",,,2020,,84 min,"Horror, Suspense","Crimson Matthews, a repentant-but-violent ex-con, believes he's found a path to redemption by odd-jobbing on Penance Lane. Unfortunately, Matthews' work leads him to unearth an unspeakable evil... and discover just how far a dying town will go to bury its past. Now, Matthews has every reason to fear that the dilapidated old house will prove to be not only his latest prison, but his tomb."
s1351,TV Show,Peg + Cat,,,,,2013,TV-Y,1 Season,Kids,"From PBS KIDS and The Fred Rogers Company, Peg and Cat's adventures take them through worlds of infinite possibilities – from farms to purple planets, from 16th-century Verona to New York's Radio City Music Hall, from a land of pirates to a prehistoric valley – demonstrating that math is everywhere."
s1352,TV Show,Peep Time,,"Shingo Katori, Jiro Sato, Chihiro Yamamoto, Satomi Nagano, Emma Miyazawa (ep2.4.5.7.8, Mari Natsuki (ep6-8",,,2020,16+,1 Season,"Comedy, Kids, Talk Show and Variety","The story follows Shinichi Toneli (Shingo Katori), a clumsy resident of Apt. 301 whose unexpected behavior amuses his neighbor in Apt. 302, Jiro Kasuya (Jiro Sato), who peeps through a hole. The story starts when Jiro's daughter Akane (Chihiro Yamamoto) finds out about her dad's hobby and she joins him peeping through a hole..."
s1353,TV Show,PEEP and the Big Wide World,,,,,2011,TV-Y,1 Season,Kids,"Set in and around a pond, a bush, and a tin can, PEEP and the Big Wide Worldfollows a newly hatched chicken named Peep, and his friends Chirp and Quack (a robin and a duck), on their daily adventures."
s1354,TV Show,Peekaboo I See You Series,,,,,2015,ALL,1 Season,"Animation, Kids","The game of peek-a-boo has entertained babies and toddlers alike for years and years! In ""Peekaboo, I See You!"", the friendly blue fellow swings, rolls, bounces, summersaults and tiptoes into the hearts of little ones. Each episode features three objects and viewers get to guess which one he's hiding behind. The series is sure to result in giggles and surprises."
s1355,Movie,Peculiar Pets,Adrian Cale,Natalie Casey,,,2016,13+,48 min,"Documentary, Special Interest","In this documentary, we meet the families whom owning a cat, dog or goldfish simply won't do. Their lovable pets can seriously injure or even kill their owners. We will meet the eccentric pet owners who share their homes with everything from Komodo Dragons to Iberian Lynxes and treat these animals as members of their own families."
s1356,Movie,Pearl,Bobby Roth,"Anthony LaPaglia, Sarah Carter, Barbara Williams",,,2020,16+,93 min,Drama,"Pearl is a brilliant sixteen year-old girl, traumatized by the sudden death of her adoring mother, who now must move in with Jack, the father she never knew. He's a misanthrope who has lost his will to live: not what the teenager wants or needs at this moment of crisis. Though both resist this new kinship, they find salvation in the improbable but beautiful odyssey of coming to love one another."
s1357,Movie,Pay The Ghost,Uli Edel,"Nicolas Cage, Sarah Wayne Callies",,,2015,16+,94 min,"Action, Science Fiction","One year after his young son disappeared during a Halloween carnival, Mike Lawford (Nicolas Cage) will stop at nothing to unravel the mystery of the kidnapping and find his son."
s1358,TV Show,Pawn Stars,,,,,2012,TV-14,1 Season,"Special Interest, Unscripted","The hit HISTORY series returns to the only family-run pawn shop in Las Vegas, where three generations of men carefully assess the value of items brought in by an array of quirky customers. Watch as the Harrison family attempts to find the gems and bust the fakes, all in hopes of making the biggest profit possible."
s1359,TV Show,Paula's Home Cooking,,,,,2002,TV-G,12 Seasons,Special Interest,"Meet Paula Deen, a woman who literally went from having nothing to having it all in a relatively short time. After the massive success of her business, The Bag Lady, Paula was offered her own cooking show on the Food Network - Paula's Home Cooking. Paula's Home Cooking is where Paula can show you some of her favorite recipes, passed down through her cookbooks-available in stores."
s1360,Movie,Paul Rodriguez: The Here and Wow,Gil Cunha,Paul Rodriguez,,,2018,18+,76 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Veteran comedian, Paul Rodriguez hits the stage to give you his perspectives on life. From being peer pressured into believing in God to claiming to be the village idiot, Paul will make you sit back and laugh!"
s1361,TV Show,Paul Chowdhry Live Innit (4K UHD),,,,,2019,18+,1 Season,TV Shows,Award-winning and record-breaking comedian Paul Chowdhry brings his stand-up special Live Innit to the screen
s1362,TV Show,Paul Chowdhry Live Innit,,,,,2019,18+,1 Season,TV Shows,Award-winning and record-breaking comedian Paul Chowdhry brings his stand-up special Live Innit to the screen.
s1363,Movie,Pattern Is Movement,,,,,2008,NR,27 min,Music Videos and Concerts,"Philly's Pattern is Movement set off brawny, firecracking drumbeats, imaginative keyboard swells, and spooked out vocals at the After the Jump Festival in Brooklyn New York."
s1364,Movie,Pattas (Tamil),R.S Durai Senthilkumar,"Dhanush, Sneha, Mehreen Pirzada, Naveen Chandra, Naser, Munishkanth, Sathish",,,2020,ALL,140 min,"Action, Drama",An ancient Martial art form of Tamilnadu is in the verge of extinction. The hero wants to make it popular yet again among the current generation showcasing it's rich values & merits. Will the hero be able to accomplish his desire?
s1365,TV Show,Patriot,,"Chris Conrad, Kurtwood Smith, Michael Dorman, Michael Chernus, Kathleen Munroe, Terry O'Quinn, Aliette Opheim",United States,,2018,18+,2 Seasons,"Drama, Suspense","John must make a choice at the train platform – be free from his obligations and adversaries by letting Agathe take the money or pursue her, at great risk to himself, in an effort to protect his brother, father, and country. Meanwhile, his father presents a perilous way out of it all: find and assassinate Cantar Walley in Paris."
s1366,TV Show,Patrick Melrose,,"Benedict Cumberbatch, Jennifer Jason Leigh, Hugo Weaving, Jessica Raine, Indira Varma",,,2018,TV-MA,1 Season,Drama,The son of an aristocratic family seeks redemption and recovery.
s1367,TV Show,Pati's Mexican Table,,Pati Jinich,,,2020,ALL,1 Season,Special Interest,"Pati's Mexican Table Season 9 explores one of Mexico's largest states: Sonora. Pati travels the rugged, stunning terrain of the Sonoran desert to the sparkling, bountiful Sea of Cortez. She meets the inspiring and creative chefs behind Sonora's bold cuisine along the way. Sonorans say they're Mexico's best-kept secret. Join Pati as she shares their secret bite by delicious bite."
